index,Gene symbol,HGNC ID,UniProt ID(s)
12005,PGAM2,HGNC:8889,P15259
12006,PGAM4,HGNC:21731,Q8N0Y7
12007,PGAM5,HGNC:28763,Q96HS1
12008,PGAP1,HGNC:25712,Q75T13
12009,PGAP2,HGNC:17893,Q9UHJ9
12010,PGAP3,HGNC:23719,Q96FM1
12011,PGAP4,HGNC:28180,Q9BRR3
12012,PGAP6,HGNC:17205,Q9HCN3
12013,PGBD1,HGNC:19398,Q96JS3
12014,PGBD2,HGNC:19399,Q6P3X8
12015,PGBD3,HGNC:19400,Q8N328
12016,PGBD4,HGNC:19401,Q96DM1
12017,PGBD5,HGNC:19405,Q8N414
12018,PGC,HGNC:8890,P20142
12019,PGD,HGNC:8891,P52209
12020,PGF,HGNC:8893,P49763
12021,PGGHG,HGNC:26210,Q32M88
12022,PGGT1B,HGNC:8895,P53609
12023,PGK1,HGNC:8896,P00558
12024,PGK2,HGNC:8898,P07205
12025,PGLS,HGNC:8903,O95336
12026,PGLYRP1,HGNC:8904,O75594
12027,PGLYRP2,HGNC:30013,Q96PD5
12028,PGLYRP3,HGNC:30014,Q96LB9
12029,PGLYRP4,HGNC:30015,Q96LB8
12030,PGM1,HGNC:8905,P36871
12031,PGM2,HGNC:8906,Q96G03
12032,PGM2L1,HGNC:20898,Q6PCE3
12033,PGM3,HGNC:8907,O95394
12034,PGM5,HGNC:8908,Q15124
12035,PGP,HGNC:8909,A6NDG6
12036,PGPEP1,HGNC:13568,Q9NXJ5
12037,PGPEP1L,HGNC:27080,A6NFU8
12038,PGR,HGNC:8910,P06401
12039,PGRMC1,HGNC:16090,O00264
12040,PGRMC2,HGNC:16089,O15173
12041,PGS1,HGNC:30029,Q32NB8
12042,PHACTR1,HGNC:20990,Q9C0D0
12043,PHACTR2,HGNC:20956,O75167
12044,PHACTR3,HGNC:15833,Q96KR7
12045,PHACTR4,HGNC:25793,Q8IZ21
12046,PHAF1,HGNC:29564,Q9BSU1
12047,PHAX,HGNC:10241,Q9H814
12048,PHB1,HGNC:8912,P35232
12049,PHB2,HGNC:30306,Q99623
12050,PHC1,HGNC:3182,P78364
12051,PHC2,HGNC:3183,Q8IXK0
12052,PHC3,HGNC:15682,Q8NDX5
12053,PHETA1,HGNC:26509,Q8N4B1
12054,PHETA2,HGNC:27161,Q6ICB4
12055,PHEX,HGNC:8918,P78562
12056,PHF1,HGNC:8919,O43189
12057,PHF2,HGNC:8920,O75151
12058,PHF3,HGNC:8921,Q92576
12059,PHF5A,HGNC:18000,Q7RTV0
12060,PHF6,HGNC:18145,Q8IWS0
12061,PHF7,HGNC:18458,Q9BWX1
12062,PHF8,HGNC:20672,Q9UPP1
12063,PHF10,HGNC:18250,Q8WUB8
12064,PHF11,HGNC:17024,Q9UIL8
12065,PHF12,HGNC:20816,Q96QT6
12066,PHF13,HGNC:22983,Q86YI8
12067,PHF14,HGNC:22203,O94880
12068,PHF19,HGNC:24566,Q5T6S3
12069,PHF20,HGNC:16098,Q9BVI0
12070,PHF20L1,HGNC:24280,A8MW92
12071,PHF21A,HGNC:24156,Q96BD5
12072,PHF21B,HGNC:25161,Q96EK2
12073,PHF23,HGNC:28428,Q9BUL5
12074,PHF24,HGNC:29180,Q9UPV7
12075,PHGDH,HGNC:8923,O43175
12076,PHGR1,HGNC:37226,C9JFL3
12077,PHIP,HGNC:15673,Q8WWQ0
12078,PHKA1,HGNC:8925,P46020
12079,PHKA2,HGNC:8926,P46019
12080,PHKB,HGNC:8927,Q93100
12081,PHKG1,HGNC:8930,Q16816
12082,PHKG2,HGNC:8931,P15735
12083,PHLDA1,HGNC:8933,Q8WV24
12084,PHLDA2,HGNC:12385,Q53GA4
12085,PHLDA3,HGNC:8934,Q9Y5J5
12086,PHLDB1,HGNC:23697,Q86UU1
12087,PHLDB2,HGNC:29573,Q86SQ0
12088,PHLDB3,HGNC:30499,Q6NSJ2
12089,PHLPP1,HGNC:20610,O60346
12090,PHLPP2,HGNC:29149,Q6ZVD8
12091,PHOSPHO1,HGNC:16815,Q8TCT1
12092,PHOSPHO2,HGNC:28316,Q8TCD6
12093,PHOX2A,HGNC:691,O14813
12094,PHOX2B,HGNC:9143,Q99453
12095,PHPT1,HGNC:30033,Q9NRX4
12096,PHRF1,HGNC:24351,Q9P1Y6
12097,PHTF1,HGNC:8939,Q9UMS5
12098,PHTF2,HGNC:13411,Q8N3S3
12099,PHYH,HGNC:8940,O14832
12100,PHYHD1,HGNC:23396,Q5SRE7
12101,PHYHIP,HGNC:16865,Q92561
12102,PHYHIPL,HGNC:29378,Q96FC7
12103,PHYKPL,HGNC:28249,Q8IUZ5
12104,PI3,HGNC:8947,P19957
12105,PI4K2A,HGNC:30031,Q9BTU6
12106,PI4K2B,HGNC:18215,Q8TCG2
12107,PI4KA,HGNC:8983,P42356
12108,PI4KB,HGNC:8984,Q9UBF8
12109,PI15,HGNC:8946,O43692
12110,PI16,HGNC:21245,Q6UXB8
12111,PIANP,HGNC:25338,Q8IYJ0
12112,PIAS1,HGNC:2752,O75925
12113,PIAS2,HGNC:17311,O75928
12114,PIAS3,HGNC:16861,Q9Y6X2
12115,PIAS4,HGNC:17002,Q8N2W9
12116,PIBF1,HGNC:23352,Q8WXW3
12117,PICALM,HGNC:15514,Q13492
12118,PICK1,HGNC:9394,Q9NRD5
12119,PID1,HGNC:26084,Q7Z2X4
12120,PIDD1,HGNC:16491,Q9HB75
12121,PIERCE1,HGNC:28435,Q5BN46
12122,PIERCE2,HGNC:44654,H3BRN8
12123,PIEZO1,HGNC:28993,Q92508
12124,PIEZO2,HGNC:26270,Q9H5I5
12125,PIF1,HGNC:26220,Q9H611
12126,PIGA,HGNC:8957,P37287
12127,PIGB,HGNC:8959,Q92521
12128,PIGBOS1,HGNC:50696,A0A0B4J2F0
12129,PIGC,HGNC:8960,Q92535
12130,PIGF,HGNC:8962,Q07326
12131,PIGG,HGNC:25985,Q5H8A4
12132,PIGH,HGNC:8964,Q14442
12133,PIGK,HGNC:8965,Q92643
12134,PIGL,HGNC:8966,Q9Y2B2
12135,PIGM,HGNC:18858,Q9H3S5
12136,PIGN,HGNC:8967,O95427
12137,PIGO,HGNC:23215,Q8TEQ8
12138,PIGP,HGNC:3046,P57054
12139,PIGQ,HGNC:14135,Q9BRB3
12140,PIGR,HGNC:8968,P01833
12141,PIGS,HGNC:14937,Q96S52
12142,PIGT,HGNC:14938,Q969N2
12143,PIGU,HGNC:15791,Q9H490
12144,PIGV,HGNC:26031,Q9NUD9
12145,PIGW,HGNC:23213,Q7Z7B1
12146,PIGX,HGNC:26046,Q8TBF5
12147,PIGY,HGNC:28213,Q3MUY2
12148,PIGZ,HGNC:30596,Q86VD9
12149,PIH1D1,HGNC:26075,Q9NWS0
12150,PIH1D2,HGNC:25210,Q8WWB5
12151,PIK3AP1,HGNC:30034,Q6ZUJ8
12152,PIK3C2A,HGNC:8971,O00443
12153,PIK3C2B,HGNC:8972,O00750
12154,PIK3C2G,HGNC:8973,O75747
12155,PIK3C3,HGNC:8974,Q8NEB9
12156,PIK3CA,HGNC:8975,P42336
12157,PIK3CB,HGNC:8976,P42338
12158,PIK3CD,HGNC:8977,O00329
12159,PIK3CG,HGNC:8978,P48736
12160,PIK3IP1,HGNC:24942,Q96FE7
12161,PIK3R1,HGNC:8979,P27986
12162,PIK3R2,HGNC:8980,O00459
12163,PIK3R3,HGNC:8981,Q92569
12164,PIK3R4,HGNC:8982,Q99570
12165,PIK3R5,HGNC:30035,Q8WYR1
12166,PIK3R6,HGNC:27101,Q5UE93
12167,PIKFYVE,HGNC:23785,Q9Y2I7
12168,PILRA,HGNC:20396,Q9UKJ1
12169,PILRB,HGNC:18297,Q9UKJ0
12170,PIM1,HGNC:8986,P11309
12171,PIM2,HGNC:8987,Q9P1W9
12172,PIM3,HGNC:19310,Q86V86
12173,PIMREG,HGNC:25483,Q9BSJ6
12174,PIN1,HGNC:8988,Q13526
12175,PIN4,HGNC:8992,Q9Y237
12176,PINK1,HGNC:14581,Q9BXM7
12177,PINLYP,HGNC:44206,A6NC86
12178,PINX1,HGNC:30046,Q96BK5
12179,PIP,HGNC:8993,P12273
12180,PIP4K2A,HGNC:8997,P48426
12181,PIP4K2B,HGNC:8998,P78356
12182,PIP4K2C,HGNC:23786,Q8TBX8
12183,PIP4P1,HGNC:19299,Q86T03
12184,PIP4P2,HGNC:25452,Q8N4L2
12185,PIP5K1A,HGNC:8994,Q99755
12186,PIP5K1B,HGNC:8995,O14986
12187,PIP5K1C,HGNC:8996,O60331
12188,PIP5KL1,HGNC:28711,Q5T9C9
12189,PIPOX,HGNC:17804,Q9P0Z9
12190,PIR,HGNC:30048,O00625
12191,PIRT,HGNC:37239,P0C851
12192,PISD,HGNC:8999,Q9UG56
12193,PITHD1,HGNC:25022,Q9GZP4
12194,PITPNA,HGNC:9001,Q00169
12195,PITPNB,HGNC:9002,P48739
12196,PITPNC1,HGNC:21045,Q9UKF7
12197,PITPNM1,HGNC:9003,O00562
12198,PITPNM2,HGNC:21044,Q9BZ72
12199,PITPNM3,HGNC:21043,Q9BZ71
12200,PITRM1,HGNC:17663,Q5JRX3
12201,PITX1,HGNC:9004,P78337
12202,PITX2,HGNC:9005,Q99697
12203,PITX3,HGNC:9006,O75364
12204,PIWIL1,HGNC:9007,Q96J94
12205,PIWIL2,HGNC:17644,Q8TC59
12206,PIWIL3,HGNC:18443,Q7Z3Z3
12207,PIWIL4,HGNC:18444,Q7Z3Z4
12208,PJA1,HGNC:16648,Q8NG27
12209,PJA2,HGNC:17481,O43164
12210,PJVK,HGNC:29502,Q0ZLH3
12211,PKD1,HGNC:9008,P98161
12212,PKD1L1,HGNC:18053,Q8TDX9
12213,PKD1L2,HGNC:21715,Q7Z442
12214,PKD1L3,HGNC:21716,Q7Z443
12215,PKD2,HGNC:9009,Q13563
12216,PKD2L1,HGNC:9011,Q9P0L9
12217,PKD2L2,HGNC:9012,Q9NZM6
12218,PKDCC,HGNC:25123,Q504Y2
12219,PKDREJ,HGNC:9015,Q9NTG1
12220,PKHD1,HGNC:9016,P08F94
12221,PKHD1L1,HGNC:20313,Q86WI1
12222,PKIA,HGNC:9017,P61925
12223,PKIB,HGNC:9018,Q9C010
12224,PKIG,HGNC:9019,Q9Y2B9
12225,PKLR,HGNC:9020,P30613
12226,PKM,HGNC:9021,P14618
12227,PKMYT1,HGNC:29650,Q99640
12228,PKN1,HGNC:9405,Q16512
12229,PKN2,HGNC:9406,Q16513
12230,PKN3,HGNC:17999,Q6P5Z2
12231,PKNOX1,HGNC:9022,P55347
12232,PKNOX2,HGNC:16714,Q96KN3
12233,PKP1,HGNC:9023,Q13835
12234,PKP2,HGNC:9024,Q99959
12235,PKP3,HGNC:9025,Q9Y446
12236,PKP4,HGNC:9026,Q99569
12237,PLA1A,HGNC:17661,Q53H76
12238,PLA2G1B,HGNC:9030,P04054
12239,PLA2G2A,HGNC:9031,P14555
12240,PLA2G2C,HGNC:9032,Q5R387
12241,PLA2G2D,HGNC:9033,Q9UNK4
12242,PLA2G2E,HGNC:13414,Q9NZK7
12243,PLA2G2F,HGNC:30040,Q9BZM2
12244,PLA2G3,HGNC:17934,Q9NZ20
12245,PLA2G4A,HGNC:9035,P47712
12246,PLA2G4B,HGNC:9036,P0C869
12247,PLA2G4C,HGNC:9037,Q9UP65
12248,PLA2G4D,HGNC:30038,Q86XP0
12249,PLA2G4E,HGNC:24791,Q3MJ16
12250,PLA2G4F,HGNC:27396,Q68DD2
12251,PLA2G5,HGNC:9038,P39877
12252,PLA2G6,HGNC:9039,O60733
12253,PLA2G7,HGNC:9040,Q13093
12254,PLA2G10,HGNC:9029,O15496
12255,PLA2G12A,HGNC:18554,Q9BZM1
12256,PLA2G12B,HGNC:18555,Q9BX93
12257,PLA2G15,HGNC:17163,Q8NCC3
12258,PLA2R1,HGNC:9042,Q13018
12259,PLAA,HGNC:9043,Q9Y263
12260,PLAAT1,HGNC:14922,Q9HDD0
12261,PLAAT2,HGNC:17824,Q9NWW9
12262,PLAAT3,HGNC:17825,P53816
12263,PLAAT4,HGNC:9869,Q9UL19
12264,PLAAT5,HGNC:24978,Q96KN8
12265,PLAC1,HGNC:9044,Q9HBJ0
12266,PLAC8,HGNC:19254,Q9NZF1
12267,PLAC8L1,HGNC:31746,A1L4L8
12268,PLAC9,HGNC:19255,Q5JTB6
12269,PLAG1,HGNC:9045,Q6DJT9
12270,PLAGL1,HGNC:9046,Q9UM63
12271,PLAGL2,HGNC:9047,Q9UPG8
12272,PLAT,HGNC:9051,P00750
12273,PLAU,HGNC:9052,P00749
12274,PLAUR,HGNC:9053,Q03405
12275,PLB1,HGNC:30041,Q6P1J6
12276,PLBD1,HGNC:26215,Q6P4A8
12277,PLBD2,HGNC:27283,Q8NHP8
12278,PLCB1,HGNC:15917,Q9NQ66
12279,PLCB2,HGNC:9055,Q00722
12280,PLCB3,HGNC:9056,Q01970
12281,PLCB4,HGNC:9059,Q15147
12282,PLCD1,HGNC:9060,P51178
12283,PLCD3,HGNC:9061,Q8N3E9
12284,PLCD4,HGNC:9062,Q9BRC7
12285,PLCE1,HGNC:17175,Q9P212
12286,PLCG1,HGNC:9065,P19174
12287,PLCG2,HGNC:9066,P16885
12288,PLCH1,HGNC:29185,Q4KWH8
12289,PLCH2,HGNC:29037,O75038
12290,PLCL1,HGNC:9063,Q15111
12291,PLCL2,HGNC:9064,Q9UPR0
12292,PLCXD1,HGNC:23148,Q9NUJ7
12293,PLCXD2,HGNC:26462,Q0VAA5
12294,PLCXD3,HGNC:31822,Q63HM9
12295,PLCZ1,HGNC:19218,Q86YW0
12296,PLD1,HGNC:9067,Q13393
12297,PLD2,HGNC:9068,O14939
12298,PLD3,HGNC:17158,Q8IV08
12299,PLD4,HGNC:23792,Q96BZ4
12300,PLD5,HGNC:26879,Q8N7P1
12301,PLD6,HGNC:30447,Q8N2A8
12302,PLEC,HGNC:9069,Q15149
12303,PLEK,HGNC:9070,P08567
12304,PLEK2,HGNC:19238,Q9NYT0
12305,PLEKHA1,HGNC:14335,Q9HB21
12306,PLEKHA2,HGNC:14336,Q9HB19
12307,PLEKHA3,HGNC:14338,Q9HB20
12308,PLEKHA4,HGNC:14339,Q9H4M7
12309,PLEKHA5,HGNC:30036,Q9HAU0
12310,PLEKHA6,HGNC:17053,Q9Y2H5
12311,PLEKHA7,HGNC:27049,Q6IQ23
12312,PLEKHA8,HGNC:30037,Q96JA3
12313,PLEKHB1,HGNC:19079,Q9UF11
12314,PLEKHB2,HGNC:19236,Q96CS7
12315,PLEKHD1,HGNC:20148,A6NEE1
12316,PLEKHF1,HGNC:20764,Q96S99
12317,PLEKHF2,HGNC:20757,Q9H8W4
12318,PLEKHG1,HGNC:20884,Q9ULL1
12319,PLEKHG2,HGNC:29515,Q9H7P9
12320,PLEKHG3,HGNC:20364,A1L390
12321,PLEKHG4,HGNC:24501,Q58EX7
12322,PLEKHG4B,HGNC:29399,Q96PX9
12323,PLEKHG5,HGNC:29105,O94827
12324,PLEKHG6,HGNC:25562,Q3KR16
12325,PLEKHG7,HGNC:33829,Q6ZR37
12326,PLEKHH1,HGNC:17733,Q9ULM0
12327,PLEKHH2,HGNC:30506,Q8IVE3
12328,PLEKHH3,HGNC:26105,Q7Z736
12329,PLEKHJ1,HGNC:18211,Q9NW61
12330,PLEKHM1,HGNC:29017,Q9Y4G2
12331,PLEKHM2,HGNC:29131,Q8IWE5
12332,PLEKHM3,HGNC:34006,Q6ZWE6
12333,PLEKHN1,HGNC:25284,Q494U1
12334,PLEKHO1,HGNC:24310,Q53GL0
12335,PLEKHO2,HGNC:30026,Q8TD55
12336,PLEKHS1,HGNC:26285,Q5SXH7
12337,PLET1,HGNC:30053,Q6UQ28
12338,PLG,HGNC:9071,P00747
12339,PLGLB1,HGNC:9072,Q02325
12340,PLGLB2,HGNC:9073,Q02325
12341,PLGRKT,HGNC:23633,Q9HBL7
12342,PLIN1,HGNC:9076,O60240
12343,PLIN2,HGNC:248,Q99541
12344,PLIN3,HGNC:16893,O60664
12345,PLIN4,HGNC:29393,Q96Q06
12346,PLIN5,HGNC:33196,Q00G26
12347,PLK1,HGNC:9077,P53350
12348,PLK2,HGNC:19699,Q9NYY3
12349,PLK3,HGNC:2154,Q9H4B4
12350,PLK4,HGNC:11397,O00444
12351,PLK5,HGNC:27001,Q496M5
12352,PLLP,HGNC:18553,Q9Y342
12353,PLN,HGNC:9080,P26678
12354,PLOD1,HGNC:9081,Q02809
12355,PLOD2,HGNC:9082,O00469
12356,PLOD3,HGNC:9083,O60568
12357,PLP1,HGNC:9086,P60201
12358,PLP2,HGNC:9087,Q04941
12359,PLPBP,HGNC:9457,O94903
12360,PLPP1,HGNC:9228,O14494
12361,PLPP2,HGNC:9230,O43688
12362,PLPP3,HGNC:9229,O14495
12363,PLPP4,HGNC:23531,Q5VZY2
12364,PLPP5,HGNC:25026,Q8NEB5
12365,PLPP6,HGNC:23682,Q8IY26
12366,PLPP7,HGNC:28174,Q8NBV4
12367,PLPPR1,HGNC:25993,Q8TBJ4
12368,PLPPR2,HGNC:29566,Q96GM1
12369,PLPPR3,HGNC:23497,Q6T4P5
12370,PLPPR4,HGNC:23496,Q7Z2D5
12371,PLPPR5,HGNC:31703,Q32ZL2
12372,PLRG1,HGNC:9089,O43660
12373,PLS1,HGNC:9090,Q14651
12374,PLS3,HGNC:9091,P13797
12375,PLSCR1,HGNC:9092,O15162
12376,PLSCR2,HGNC:16494,Q9NRY7
12377,PLSCR3,HGNC:16495,Q9NRY6
12378,PLSCR4,HGNC:16497,Q9NRQ2
12379,PLSCR5,HGNC:19952,A0PG75
12380,PLTP,HGNC:9093,P55058
12381,PLVAP,HGNC:13635,Q9BX97
12382,PLXDC1,HGNC:20945,Q8IUK5
12383,PLXDC2,HGNC:21013,Q6UX71
12384,PLXNA1,HGNC:9099,Q9UIW2
12385,PLXNA2,HGNC:9100,O75051
12386,PLXNA3,HGNC:9101,P51805
12387,PLXNA4,HGNC:9102,Q9HCM2
12388,PLXNB1,HGNC:9103,O43157
12389,PLXNB2,HGNC:9104,O15031
12390,PLXNB3,HGNC:9105,Q9ULL4
12391,PLXNC1,HGNC:9106,O60486
12392,PLXND1,HGNC:9107,Q9Y4D7
12393,PM20D1,HGNC:26518,Q6GTS8
12394,PM20D2,HGNC:21408,Q8IYS1
12395,PMAIP1,HGNC:9108,Q13794
12396,PMCH,HGNC:9109,P20382
12397,PMEL,HGNC:10880,P40967
12398,PMEPA1,HGNC:14107,Q969W9
12399,PMF1,HGNC:9112,Q6P1K2
12400,PMFBP1,HGNC:17728,Q8TBY8
12401,PMIS2,HGNC:53649,A0A1W2PS18
12402,PML,HGNC:9113,P29590
12403,PMM1,HGNC:9114,Q92871
12404,PMM2,HGNC:9115,O15305
12405,PMP2,HGNC:9117,P02689
12406,PMP22,HGNC:9118,Q01453
12407,PMPCA,HGNC:18667,Q10713
12408,PMPCB,HGNC:9119,O75439
12409,PMS1,HGNC:9121,P54277
12410,PMS2,HGNC:9122,P54278
12411,PMVK,HGNC:9141,Q15126
12412,PNCK,HGNC:13415,Q6P2M8
12413,PNISR,HGNC:21222,Q8TF01
12414,PNKD,HGNC:9153,Q8N490
12415,PNKP,HGNC:9154,Q96T60
12416,PNLDC1,HGNC:21185,Q8NA58
12417,PNLIP,HGNC:9155,P16233
12418,PNLIPRP1,HGNC:9156,P54315
12419,PNLIPRP2,HGNC:9157,P54317
12420,PNLIPRP3,HGNC:23492,Q17RR3
12421,PNMA1,HGNC:9158,Q8ND90
12422,PNMA2,HGNC:9159,Q9UL42
12423,PNMA3,HGNC:18742,Q9UL41
12424,PNMA5,HGNC:18743,Q96PV4
12425,PNMA6A,HGNC:28248,P0CW24
12426,PNMA6E,HGNC:50767,A0A0J9YXQ4
12427,PNMA6F,HGNC:53119,A0A0J9YX94
12428,PNMA8A,HGNC:25578,Q86V59
12429,PNMA8B,HGNC:29206,Q9ULN7
12430,PNMA8C,HGNC:53427,A0A1B0GUJ8
12431,PNMT,HGNC:9160,P11086
12432,PNN,HGNC:9162,Q9H307
12433,PNO1,HGNC:32790,Q9NRX1
12434,PNOC,HGNC:9163,Q13519
12435,PNP,HGNC:7892,P00491
12436,PNPLA1,HGNC:21246,Q8N8W4
12437,PNPLA2,HGNC:30802,Q96AD5
12438,PNPLA3,HGNC:18590,Q9NST1
12439,PNPLA4,HGNC:24887,P41247
12440,PNPLA5,HGNC:24888,Q7Z6Z6
12441,PNPLA6,HGNC:16268,Q8IY17
12442,PNPLA7,HGNC:24768,Q6ZV29
12443,PNPLA8,HGNC:28900,Q9NP80
12444,PNPO,HGNC:30260,Q9NVS9
12445,PNPT1,HGNC:23166,Q8TCS8
12446,PNRC1,HGNC:17278,Q12796
12447,PNRC2,HGNC:23158,Q9NPJ4
12448,POC1A,HGNC:24488,Q8NBT0
12449,POC1B,HGNC:30836,Q8TC44
12450,POC5,HGNC:26658,Q8NA72
12451,PODN,HGNC:23174,Q7Z5L7
12452,PODNL1,HGNC:26275,Q6PEZ8
12453,PODXL,HGNC:9171,O00592
12454,PODXL2,HGNC:17936,Q9NZ53
12455,POF1B,HGNC:13711,Q8WVV4
12456,POFUT1,HGNC:14988,Q9H488
12457,POFUT2,HGNC:14683,Q9Y2G5
12458,POGK,HGNC:18800,Q9P215
12459,POGLUT1,HGNC:22954,Q8NBL1
12460,POGLUT2,HGNC:19350,Q6UW63
12461,POGLUT3,HGNC:28496,Q7Z4H8
12462,POGZ,HGNC:18801,Q7Z3K3
12463,POLA1,HGNC:9173,P09884
12464,POLA2,HGNC:30073,Q14181
12465,POLB,HGNC:9174,P06746
12466,POLD1,HGNC:9175,P28340
12467,POLD2,HGNC:9176,P49005
12468,POLD3,HGNC:20932,Q15054
12469,POLD4,HGNC:14106,Q9HCU8
12470,POLDIP2,HGNC:23781,Q9Y2S7
12471,POLDIP3,HGNC:23782,Q9BY77
12472,POLE,HGNC:9177,Q07864
12473,POLE2,HGNC:9178,P56282
12474,POLE3,HGNC:13546,Q9NRF9
12475,POLE4,HGNC:18755,Q9NR33
12476,POLG,HGNC:9179,P54098
12477,POLG2,HGNC:9180,Q9UHN1
12478,POLGARF,HGNC:56246,A0A3B3IS91
12479,POLH,HGNC:9181,Q9Y253
12480,POLI,HGNC:9182,Q9UNA4
12481,POLK,HGNC:9183,Q9UBT6
12482,POLL,HGNC:9184,Q9UGP5
12483,POLM,HGNC:9185,Q9NP87
12484,POLN,HGNC:18870,Q7Z5Q5
12485,POLQ,HGNC:9186,O75417
12486,POLR1A,HGNC:17264,O95602
12487,POLR1B,HGNC:20454,Q9H9Y6
12488,POLR1C,HGNC:20194,O15160
12489,POLR1D,HGNC:20422,P0DPB5
,,,P0DPB6
12490,POLR1E,HGNC:17631,Q9GZS1
12491,POLR1F,HGNC:18027,Q3B726
12492,POLR1G,HGNC:24219,O15446
12493,POLR1H,HGNC:13182,Q9P1U0
12494,POLR2A,HGNC:9187,P24928
12495,POLR2B,HGNC:9188,P30876
12496,POLR2C,HGNC:9189,P19387
12497,POLR2D,HGNC:9191,O15514
12498,POLR2E,HGNC:9192,P19388
12499,POLR2F,HGNC:9193,P61218
12500,POLR2G,HGNC:9194,P62487
12501,POLR2H,HGNC:9195,P52434
12502,POLR2I,HGNC:9196,P36954
12503,POLR2J,HGNC:9197,P52435
12504,POLR2J2,HGNC:23208,Q9GZM3
12505,POLR2J3,HGNC:33853,Q9H1A7
12506,POLR2K,HGNC:9198,P53803
12507,POLR2L,HGNC:9199,P62875
12508,POLR2M,HGNC:14862,P0CAP2
,,,Q6EEV4
12509,POLR3A,HGNC:30074,O14802
12510,POLR3B,HGNC:30348,Q9NW08
12511,POLR3C,HGNC:30076,Q9BUI4
12512,POLR3D,HGNC:1080,P05423
12513,POLR3E,HGNC:30347,Q9NVU0
12514,POLR3F,HGNC:15763,Q9H1D9
12515,POLR3G,HGNC:30075,O15318
12516,POLR3GL,HGNC:28466,Q9BT43
12517,POLR3H,HGNC:30349,Q9Y535
12518,POLR3K,HGNC:14121,Q9Y2Y1
12519,POLRMT,HGNC:9200,O00411
12520,POM121,HGNC:19702,Q96HA1
12521,POM121C,HGNC:34005,A8CG34
12522,POM121L2,HGNC:13973,Q96KW2
12523,POM121L12,HGNC:25369,Q8N7R1
12524,POMC,HGNC:9201,P01189
12525,POMGNT1,HGNC:19139,Q8WZA1
12526,POMGNT2,HGNC:25902,Q8NAT1
12527,POMK,HGNC:26267,Q9H5K3
12528,POMP,HGNC:20330,Q9Y244
12529,POMT1,HGNC:9202,Q9Y6A1
12530,POMT2,HGNC:19743,Q9UKY4
12531,POMZP3,HGNC:9203,Q6PJE2
12532,PON1,HGNC:9204,P27169
12533,PON2,HGNC:9205,Q15165
12534,PON3,HGNC:9206,Q15166
12535,POP1,HGNC:30129,Q99575
12536,POP4,HGNC:30081,O95707
12537,POP5,HGNC:17689,Q969H6
12538,POP7,HGNC:19949,O75817
12539,POPDC2,HGNC:17648,Q9HBU9
12540,POPDC3,HGNC:17649,Q9HBV1
12541,POR,HGNC:9208,P16435
12542,PORCN,HGNC:17652,Q9H237
12543,POSTN,HGNC:16953,Q15063
12544,POT1,HGNC:17284,Q9NUX5
12545,POTEA,HGNC:33893,Q6S8J7
12546,POTEB,HGNC:33734,A0A0A6YYL3
12547,POTEB2,HGNC:48327,H3BUK9
12548,POTEB3,HGNC:51240,A0JP26
12549,POTEC,HGNC:33894,B2RU33
12550,POTED,HGNC:23822,Q86YR6
12551,POTEE,HGNC:33895,Q6S8J3
12552,POTEF,HGNC:33905,A5A3E0
12553,POTEG,HGNC:33896,Q6S5H5
12554,POTEH,HGNC:133,Q6S545
12555,POTEI,HGNC:37093,P0CG38
12556,POTEJ,HGNC:37094,P0CG39
12557,POTEM,HGNC:37096,A6NI47
12558,POU1F1,HGNC:9210,P28069
12559,POU2AF1,HGNC:9211,Q16633
12560,POU2AF2,HGNC:30527,Q8IXP5
12561,POU2AF3,HGNC:26978,A8K830
12562,POU2F1,HGNC:9212,P14859
12563,POU2F2,HGNC:9213,P09086
12564,POU2F3,HGNC:19864,Q9UKI9
12565,POU3F1,HGNC:9214,Q03052
12566,POU3F2,HGNC:9215,P20265
12567,POU3F3,HGNC:9216,P20264
12568,POU3F4,HGNC:9217,P49335
12569,POU4F1,HGNC:9218,Q01851
12570,POU4F2,HGNC:9219,Q12837
12571,POU4F3,HGNC:9220,Q15319
12572,POU5F1,HGNC:9221,Q01860
12573,POU5F1B,HGNC:9223,Q06416
12574,POU5F2,HGNC:26367,Q8N7G0
12575,POU6F1,HGNC:9224,Q14863
12576,POU6F2,HGNC:21694,P78424
12577,PP2D1,HGNC:28406,A8MPX8
12578,PPA1,HGNC:9226,Q15181
12579,PPA2,HGNC:28883,Q9H2U2
12580,PPAN,HGNC:9227,Q9NQ55
12581,PPARA,HGNC:9232,Q07869
12582,PPARD,HGNC:9235,Q03181
12583,PPARG,HGNC:9236,P37231
12584,PPARGC1A,HGNC:9237,Q9UBK2
12585,PPARGC1B,HGNC:30022,Q86YN6
12586,PPAT,HGNC:9238,Q06203
12587,PPBP,HGNC:9240,P02775
12588,PPCDC,HGNC:28107,Q96CD2
12589,PPCS,HGNC:25686,Q9HAB8
12590,PPDPF,HGNC:16142,Q9H3Y8
12591,PPDPFL,HGNC:31745,Q8WWR9
12592,PPEF1,HGNC:9243,O14829
12593,PPEF2,HGNC:9244,O14830
12594,PPFIA1,HGNC:9245,Q13136
12595,PPFIA2,HGNC:9246,O75334
12596,PPFIA3,HGNC:9247,O75145
12597,PPFIA4,HGNC:9248,O75335
12598,PPFIBP1,HGNC:9249,Q86W92
12599,PPFIBP2,HGNC:9250,Q8ND30
